budget_fiscal_year,department_name,fund_name,account_name,adopted_budget_amount,total_expenditures,budget_change_amount,budget_transfer_in_amount,budget_transfer_out_amount,total_budget,encumbrance_amount,pre_encumbrance_amount,budget_uncommitted_amount,account_group_name,fund,account,department
2018,FIRE,GENERAL FUND (GENERAL BUDGET),OVERTIME CONSTANT STAFFING,176180259.0,167903171.88,200500.0,2761000.0,9650948.0,169490811.0,0.0,0.0,1587639.12,SALARIES AND BENEFITS,100,001093,38
2018,FIRE,GENERAL FUND (GENERAL BUDGET),SALARIES SWORN,381628866.0,386828050.63,26969508.63,13349640.0,35119964.0,386828050.63,0.0,0.0,0.0,SALARIES AND BENEFITS,100,001012,38
2018,FIRE,GENERAL FUND (GENERAL BUDGET),OVERTIME VARIABLE STAFFING,15050177.0,15395781.12,2768997.38,200500.0,708000.0,17311674.38,0.0,0.0,1915893.26,SALARIES AND BENEFITS,100,001098,38
2018,FIRE,GENERAL FUND (GENERAL BUDGET),UNUSED SICK TIME,3381709.0,2212740.83,0.0,658000.0,1696237.28,2343471.72,0.0,0.0,130730.89,SALARIES AND BENEFITS,100,001050,38
2018,FIRE,MEDI-CAL INTERGOVERNMENTAL TRANSFER PROGRAM TRUST FUND,MEDI-CAL INTERGOVERNMENTAL TRANSFER,0.0,,5503210.31,0.0,0.0,5503210.31,0.0,0.0,5503210.31,,59F,38P401,38
2018,FIRE,"MICLA LEASE, SERIES 2018-A (CAPITAL EQUIPMENT) ACCOUNTING FD",COMMUNICATIONS EQUIPMENT REPLACEMENT,0.0,1421572.57,1421572.57,0.0,0.0,1421572.57,0.0,0.0,0.0,,27A,38P206,38
2018,FIRE,GENERAL FUND (GENERAL BUDGET),PRINTING AND BINDING,368105.0,165413.37,0.0,0.0,80000.0,288105.0,122691.63,0.0,0.0,EXPENSES,100,002120,38
2018,FIRE,MICLA LEASE REV COM PAPER NTES,DIESEL EXHAUST CAPTURING SYSTEMS,0.0,962461.87,2390000.0,0.0,0.0,2390000.0,3762.42,0.0,1423775.71,,298,38PDEC,38
2018,FIRE,GENERAL FUND (GENERAL BUDGET),TRAVEL,23070.0,21280.31,0.0,20000.0,16000.0,27070.0,267.66,0.0,5522.03,EXPENSES,100,002130,38
2018,FIRE,GENERAL FUND (GENERAL BUDGET),OVERTIME GENERAL,1387364.0,1585197.84,25673.0,250000.0,0.0,1663037.0,0.0,0.0,77839.16,SALARIES AND BENEFITS,100,001090,38
2018,FIRE,GENERAL FUND (GENERAL BUDGET),FIELD EQUIPMENT EXPENSE,3709604.0,6493345.02,0.0,6500717.0,0.0,10210321.0,170403.33,0.0,3546383.16,EXPENSES,100,003090,38
2018,FIRE,MEDI-CAL INTERGOVERNMENTAL TRANSFER PROGRAM TRUST FUND,FIRE,12000000.0,21146781.0,9146781.0,0.0,0.0,21146781.0,0.0,0.0,0.0,,59F,38P138,38
2018,FIRE,GENERAL FUND (GENERAL BUDGET),TRANSPORTATION,3158.0,15466.41,0.0,20000.0,7000.0,16158.0,0.0,0.0,691.59,EXPENSES,100,003310,38
2018,FIRE,GENERAL FUND (GENERAL BUDGET),SALARIES GENERAL,32714025.0,31454425.11,750500.0,40000.0,1002185.56,32502339.44,0.0,0.0,1047914.33,SALARIES AND BENEFITS,100,001010,38
2018,FIRE,GENERAL FUND (GENERAL BUDGET),OPERATING SUPPLIES,4997040.0,6886495.51,473238.61,4212589.0,710703.5,8972164.11,179334.05,0.0,1906334.55,EXPENSES,100,006020,38
2018,FIRE,FIRE DEPT TRUST,FIRE,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,848,38138P,38
2018,FIRE,GENERAL FUND (GENERAL BUDGET),OVERTIME SWORN,6464283.0,17100270.41,0.0,13050000.0,2135000.0,17379283.0,0.0,0.0,279012.59,SALARIES AND BENEFITS,100,001092,38
2018,FIRE,MICLA LEASE REV COM PAPER NTES,FLEET REPLACEMENT,0.0,4370800.96,17930349.0,0.0,0.0,17930349.0,12020131.63,0.0,1539416.41,,298,38P200,38
2018,FIRE,GENERAL FUND (GENERAL BUDGET),RESCUE SUPPLIES AND EXPENSE,3588420.0,3464078.99,29137.5,0.0,0.0,3617557.5,125154.41,0.0,23764.52,EXPENSES,100,003260,38
2018,FIRE,MICLA LEASE REV COM PAPER NTES,ITA,0.0,446807.95,475000.0,0.0,0.0,475000.0,0.0,0.0,28192.05,,298,38P132,38
2018,FIRE,FIRE DEPT TRUST,EMS ADVANCED PROVIDER PROGRAM-PROVIDENCE,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,848,38024P,38
2018,FIRE,"MICLA LEASE, SERIES 2018-A (CAPITAL EQUIPMENT) ACCOUNTING FD",COMMUNICATION LABOR,0.0,729776.86,729776.86,0.0,0.0,729776.86,0.0,0.0,0.0,,27A,38P232,38
2018,FIRE,GENERAL FUND (GENERAL BUDGET),CONSTRUCTION EXPENSE,283755.0,97069.93,0.0,0.0,139376.0,144379.0,38.36,0.0,47270.71,EXPENSES,100,003030,38
2018,FIRE,MICLA LEASE REV COM PAPER NTES,COMMUNICATION LABOR,0.0,,222613.0,0.0,0.0,222613.0,0.0,0.0,222613.0,,298,38P232,38
2018,FIRE,GENERAL FUND (GENERAL BUDGET),INVESTIGATIONS,5400.0,347.35,0.0,0.0,0.0,5400.0,252.65,0.0,4800.0,EXPENSES,100,003120,38
2018,FIRE,GENERAL FUND (GENERAL BUDGET),WATER CONTROL DEVICES,816060.0,809059.56,0.0,0.0,0.0,816060.0,6949.7,0.0,16.38,EXPENSES,100,004450,38
2018,FIRE,GENERAL FUND (GENERAL BUDGET),SWORN BONUSES,5620945.0,5707989.02,16524.0,200000.0,6000.0,5831469.0,0.0,0.0,123479.98,SALARIES AND BENEFITS,100,001030,38
2018,FIRE,MICLA LEASE REV COM PAPER NTES,COMMUNICATIONS EQUIPMENT REPLACEMENT,0.0,,1847038.0,0.0,0.0,1847038.0,0.0,0.0,1847038.0,,298,38P206,38
2018,FIRE,TARGETED DESTIN AMBULANCE SERV,ITA,0.0,13476.0,13476.0,0.0,0.0,13476.0,0.0,0.0,0.0,,44R,38132P,38
2018,FIRE,"MICLA LEASE, SERIES 2018-B (REAL PROPERTY) ACCOUNTING FUND",MT LEE WATER PIPELINE REPLACEMT & PUMP IMPROV,0.0,1621387.5,1621387.5,0.0,0.0,1621387.5,0.0,0.0,0.0,,27B,38P901,38
2018,FIRE,LAFD SPECIAL TRAINING FUND,GENERAL SERVICES DEPT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,40J,38140P,38
2018,FIRE,GENERAL FUND (GENERAL BUDGET),SALARIES AS NEEDED,0.0,4028.64,0.0,13500.0,7500.0,6000.0,0.0,0.0,1971.36,SALARIES AND BENEFITS,100,001070,38
2018,FIRE,GENERAL FUND (GENERAL BUDGET),CONTRACTUAL SERVICES,12883672.0,32449134.13,2200000.0,22997045.5,1226655.0,36854062.5,1357281.99,0.0,3047646.38,EXPENSES,100,003040,38
2018,FIRE,FIRE DEPT GRANT,FIRE,0.0,931222.49,931222.49,0.0,0.0,931222.49,0.0,0.0,0.0,,335,38138P,38
2018,GENERAL SERVICES,GENERAL FUND (GENERAL BUDGET),"MAINTENANCE MATERIALS, SUPPLIES & SERVICES",6420863.0,5383445.13,68436.86,0.0,645818.0,5843481.86,452292.4,0.0,7744.33,EXPENSES,100,003160,40
2018,GENERAL SERVICES,MICLA LEASE REV COM PAPER NTES,GENERAL SERVICES,0.0,2724008.17,3086655.35,0.0,0.0,3086655.35,0.0,0.0,362647.18,,298,40P140,40
2018,GENERAL SERVICES,MICLA LEASE REV COM PAPER NTES,BUILDING EQUIPMENT LIFE CYCLE REPL PROGRAM,0.0,1996990.7,2500000.0,0.0,0.0,2500000.0,390573.28,0.0,112436.02,,298,40P21M,40
2018,GENERAL SERVICES,PROJECT RESTORE TRUST FUND,GSD - PROJ RESTORE,0.0,,429483.65,0.0,0.0,429483.65,0.0,0.0,429483.65,,869,400392,40
2018,GENERAL SERVICES,GENERAL FUND (GENERAL BUDGET),UNIFORMS,93904.0,91857.41,0.0,0.0,0.0,93904.0,1551.85,0.0,494.74,EXPENSES,100,004430,40
2018,GENERAL SERVICES,GENERAL FUND (GENERAL BUDGET),OPERATING SUPPLIES,784578.0,644080.28,21975.0,0.0,13216.0,793337.0,146601.52,0.0,2655.2,EXPENSES,100,006020,40
2018,GENERAL SERVICES,MICLA LEASE REV COM PAPER NTES,CD 8 CONSTITUENT SERVICE CTR,0.0,,1330000.0,0.0,0.0,1330000.0,0.0,0.0,1330000.0,,298,40P21K,40
2018,GENERAL SERVICES,GENERAL FUND (GENERAL BUDGET),TRANSPORTATION,23176.0,9783.16,0.0,0.0,0.0,23176.0,0.0,0.0,13392.84,EXPENSES,100,003310,40
2018,GENERAL SERVICES,MICLA LEASE REV COM PAPER NTES,CAPITAL REPAIR -POLICE ADMN BLDG,0.0,226319.38,279677.0,0.0,0.0,279677.0,50971.34,0.0,2386.28,,298,40P25M,40
2018,GENERAL SERVICES,GENERAL FUND (GENERAL BUDGET),PRINTING AND BINDING,64968.0,18146.61,0.0,15000.0,0.0,79968.0,61821.39,0.0,0.0,EXPENSES,100,002120,40
2018,GENERAL SERVICES,STORES REVOLVING,AVAILABLE,0.0,37411926.8,39672814.95,0.0,0.0,39672814.95,793284.65,1511.08,1466092.42,,707,40000A,40
2018,GENERAL SERVICES,MICLA LEASE REV COM PAPER NTES,MUNICIPAL BLDG ENERGY & WATER MGMT & CONSERVATION,0.0,2379226.28,2829425.0,0.0,0.0,2829425.0,441406.43,0.0,8792.29,,298,40P24M,40
2018,GENERAL SERVICES,GENERAL FUND (GENERAL BUDGET),UTILITIES EXPENSE PRIVATE COMPANY,4449788.0,3325831.83,0.0,0.0,0.0,4449788.0,1123956.17,0.0,0.0,EXPENSES,100,003330,40
2018,GENERAL SERVICES,MICLA LEASE REV COM PAPER NTES,CAPITAL REPAIR -MARVIN BRAUDE BLDG,0.0,48451.59,250000.0,0.0,0.0,250000.0,200082.79,0.0,1465.62,,298,40P28M,40
2018,GENERAL SERVICES,"MICLA LEASE, SERIES 2018-B (REAL PROPERTY) ACCOUNTING FUND",ALTERNATIVE FUEL INFRASTRUCTUR,0.0,3469047.5,3469047.5,0.0,0.0,3469047.5,0.0,0.0,0.0,,27B,40P20P,40
2018,GENERAL SERVICES,GENERAL FUND (GENERAL BUDGET),FIELD EQUIPMENT EXPENSE,32633175.0,34089231.23,7200.0,2340000.0,0.0,34980375.0,768270.02,0.0,122873.75,EXPENSES,100,003090,40
2018,GENERAL SERVICES,GENERAL SERVICE DEPT TRUST,SALE OF SURPLUS PROPERTY,0.0,7717379.07,7717623.27,0.0,0.0,7717623.27,0.0,0.0,244.2,,843,40294P,40
2018,GENERAL SERVICES,"MICLA LEASE, SERIES 2018-B (REAL PROPERTY) ACCOUNTING FUND",TRANSFER EXPENDITURES FROM 140 ACCOUNT,0.0,19005614.66,19005614.66,0.0,0.0,19005614.66,0.0,0.0,0.0,,27B,40P400,40
2018,GENERAL SERVICES,GENERAL FUND (GENERAL BUDGET),MARKETING,19442.0,17485.81,0.0,0.0,0.0,19442.0,54.14,0.0,1902.05,EXPENSES,100,004050,40
2018,GENERAL SERVICES,GENERAL FUND (GENERAL BUDGET),OTHER OPERATING EQUIPMENT,120000.0,115101.99,0.0,0.0,0.0,120000.0,0.0,0.0,4898.01,EQUIPMENT,100,007350,40
2018,GENERAL SERVICES,MOTION PICTURE COORDINATION,GENERAL SERVICES,0.0,27907.62,27907.62,0.0,0.0,27907.62,0.0,0.0,0.0,,417,40P140,40
2018,GENERAL SERVICES,GENERAL FUND (GENERAL BUDGET),OVERTIME HIRING HALL CONSTRUCTION,0.0,20706.52,357343.09,0.0,0.0,357343.09,0.0,0.0,336636.57,SALARIES AND BENEFITS,100,001191,40
2018,GENERAL SERVICES,GENERAL FUND (GENERAL BUDGET),LEASING,13943134.0,13993397.28,264397.0,14000.0,100505.0,14121026.0,113628.72,0.0,14000.0,EXPENSES,100,006030,40
2018,GENERAL SERVICES,PROJECT RESTORE TRUST FUND,BARNSDALL PARK HOLLYHOCK HOUSE,0.0,16218.91,33000.0,0.0,0.0,33000.0,1.0,0.0,16780.09,,869,400396,40
2018,GENERAL SERVICES,MICLA LEASE REV COM PAPER NTES,ELECTRIC VEHICLE INFRASTRUCTIRE-CITYWIDE,0.0,1646002.65,4189401.0,0.0,0.0,4189401.0,2543398.35,0.0,0.0,,298,40P25F,40
2018,GENERAL SERVICES,GENERAL FUND (GENERAL BUDGET),TRANSPORTATION EQUIPMENT,100000.0,36729.33,0.0,0.0,0.0,100000.0,49976.73,0.0,13293.94,EQUIPMENT,100,007340,40
2018,GENERAL SERVICES,MICLA REV BDS 2009-D CONST FD,EL PUEBLO CAPITAL PROGRAM,0.0,123412.21,150000.0,0.0,0.0,150000.0,24581.48,0.0,2006.31,,26G,40P30M,40
2018,GENERAL SERVICES,PRINTING REVOLVING,AVAILABLE,0.0,2514840.32,2525408.15,0.0,0.0,2525408.15,8759.16,0.0,1808.67,,706,40000A,40
2018,GENERAL SERVICES,PROJECT RESTORE TRUST FUND,INFORMATION TECHNOLOGY AGENCY,0.0,250.71,250.71,0.0,0.0,250.71,0.0,0.0,0.0,,869,40P132,40
2018,GENERAL SERVICES,PRINTING REVOLVING,SALARIES GENERAL,0.0,2482954.3,2508000.0,0.0,0.0,2508000.0,0.0,0.0,25045.7,,706,401010,40
2018,GENERAL SERVICES,MICLA REV BDS 2010-C CONST FD,"5400 CRENSHAW BLVD, LA PARKING LOT",0.0,1805148.0,2122583.52,0.0,0.0,2122583.52,0.0,0.0,317435.52,,26K,40P30L,40
2018,GENERAL SERVICES,MICLA REV BDS 2010-C CONST FD,EL PUEBLO CAPITAL PROGRAM,0.0,21997.65,22000.0,0.0,0.0,22000.0,0.0,0.0,2.35,,26K,40P30M,40
2018,GENERAL SERVICES,GENERAL FUND (GENERAL BUDGET),SALARIES AS NEEDED,3811623.0,4551090.66,532750.0,733524.49,0.0,5077897.49,0.0,0.0,526806.83,SALARIES AND BENEFITS,100,001070,40
2018,GENERAL SERVICES,MICLA LEASE REV COM PAPER NTES,PW-ENGINEERING,0.0,97654.2,250000.0,0.0,0.0,250000.0,0.0,0.0,152345.8,,298,40P178,40
2018,GENERAL SERVICES,GREEN RETROFIT PROGRAM FUND,CONTRACTUAL SERVICES,0.0,,1075.81,0.0,0.0,1075.81,0.0,0.0,1075.81,,45E,403040,40
2018,GENERAL SERVICES,GENERAL FUND (GENERAL BUDGET),TRAVEL,280200.0,240790.84,0.0,0.0,0.0,280200.0,15160.85,0.0,24248.31,EXPENSES,100,002130,40
2018,GENERAL SERVICES,GREEN RETROFIT PROGRAM FUND,GENERAL SERVICES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,45E,40P140,40
2018,GENERAL SERVICES,GENERAL FUND (GENERAL BUDGET),OVERTIME CONSTRUCTION,0.0,18111.82,419154.16,0.0,0.0,419154.16,0.0,0.0,401042.34,SALARIES AND BENEFITS,100,001097,40
2018,GENERAL SERVICES,GENERAL FUND (GENERAL BUDGET),CONSTRUCTION MATERIALS,221100.0,14803803.2,30245865.11,1485222.0,143713.2,31808473.91,2382263.32,0.0,14622407.39,EXPENSES,100,003180,40
2018,GENERAL SERVICES,RESIDENTIAL PROPERTY MAINT FND,RESIDENTIAL PROP MAINTANCE,0.0,,13147.33,0.0,0.0,13147.33,0.0,0.0,13147.33,,553,400301,40
2018,GENERAL SERVICES,GENERAL FUND (GENERAL BUDGET),OVERTIME GENERAL,3570079.0,3882562.53,119520.9,287669.28,1392.0,3975877.18,0.0,0.0,93314.65,SALARIES AND BENEFITS,100,001090,40
2018,GENERAL SERVICES,GENERAL FUND (GENERAL BUDGET),HIRING HALL SALARIES,6586548.0,7106828.32,794660.32,52000.0,326380.0,7106828.32,0.0,0.0,0.0,SALARIES AND BENEFITS,100,001100,40
2018,GENERAL SERVICES,"MICLA LEASE, SERIES 2018-B (REAL PROPERTY) ACCOUNTING FUND",BUILDING EQUIPMENT LIFE CYCLE REPL PROGRAM,0.0,4746945.26,4746945.26,0.0,0.0,4746945.26,0.0,0.0,0.0,,27B,40P21M,40
2018,GENERAL SERVICES,MICLA LEASE REV COM PAPER NTES,SPACE OPTIMIZATION TENANT WORK,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,298,40P20L,40
2018,GENERAL SERVICES,PROJECT RESTORE TRUST FUND,PROJECT RESTORE INT REV,0.0,,28912.64,0.0,0.0,28912.64,0.0,0.0,28912.64,,869,400393,40
2018,GENERAL SERVICES,GENERAL FUND (GENERAL BUDGET),LABORATORY TESTING EXPENSE,462957.0,412530.63,0.0,0.0,39625.0,423332.0,10053.71,0.0,747.66,EXPENSES,100,004500,40
2018,GENERAL SERVICES,MICLA LEASE REV COM PAPER NTES,GSD REPLACEMENT FLEET EQUIPMENT & VEHICLES,0.0,8505228.22,36970000.0,0.0,0.0,36970000.0,11191950.87,11594.7,15914518.55,,298,40P20F,40
2018,GENERAL SERVICES,GENERAL FUND (GENERAL BUDGET),SALARIES GENERAL,99061659.0,94123735.8,103386.0,0.0,2017144.68,97147900.32,0.0,0.0,3024164.52,SALARIES AND BENEFITS,100,001010,40
2018,GENERAL SERVICES,GENERAL FUND (GENERAL BUDGET),CUSTODIAL SUPPLIES,759318.0,862769.73,0.0,120000.0,0.0,879318.0,15002.05,0.0,1546.22,EXPENSES,100,003170,40
2018,GENERAL SERVICES,STORES REVOLVING,GENERAL SERVICES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,707,40140P,40
2018,GENERAL SERVICES,PRINTING REVOLVING,SALARIES OVERTIME,0.0,195797.78,198000.0,0.0,0.0,198000.0,0.0,0.0,2202.22,,706,401090,40
2018,GENERAL SERVICES,GENERAL FUND (GENERAL BUDGET),HIRING HALL CONSTRUCTION,205760.0,5525790.16,10363195.84,576058.0,0.0,11145013.84,0.0,0.0,5619223.68,SALARIES AND BENEFITS,100,001101,40
2018,GENERAL SERVICES,GENERAL FUND (GENERAL BUDGET),BENEFITS HIRING HALL CONSTRUCTION,0.0,2870000.0,7454541.61,146230.0,0.0,7600771.61,0.0,0.0,4730771.61,SALARIES AND BENEFITS,100,001121,40
2018,GENERAL SERVICES,GENERAL FUND (GENERAL BUDGET),OFFICE AND ADMINISTRATIVE,690717.0,678820.98,0.0,27453.68,14937.0,703233.68,19781.41,0.0,4631.29,EXPENSES,100,006010,40
2018,GENERAL SERVICES,GENERAL FUND (GENERAL BUDGET),BENEFITS HIRING HALL,2565251.0,3464426.72,474175.72,425000.0,0.0,3464426.72,0.0,0.0,0.0,SALARIES AND BENEFITS,100,001120,40
2018,GENERAL SERVICES,MICLA LEASE REV COM PAPER NTES,CAPITAL REPAIR -PUBLIC SAFETY FACILITIES,0.0,1355461.43,1679000.0,0.0,0.0,1679000.0,320069.16,0.0,3469.41,,298,40P29M,40
2018,GENERAL SERVICES,RESIDENTIAL PROPERTY MAINT FND,GENERAL SERVICES,0.0,45723.33,45723.33,0.0,0.0,45723.33,0.0,0.0,0.0,,553,40P140,40
2018,GENERAL SERVICES,GENERAL FUND (GENERAL BUDGET),MAIL SERVICES,3494814.0,3966803.26,469000.0,4054.49,0.0,3967868.49,412.88,0.0,652.35,SPECIAL,100,009130,40
2018,GENERAL SERVICES,"MICLA LEASE, SERIES 2018-A (CAPITAL EQUIPMENT) ACCOUNTING FD",GSD REPLACEMENT FLEET EQUIPMENT & VEHICLES,0.0,27576263.87,27576263.87,0.0,0.0,27576263.87,0.0,0.0,0.0,,27A,40P20F,40
2018,GENERAL SERVICES,GENERAL FUND (GENERAL BUDGET),PETROLEUM PRODUCTS,40269343.0,35371012.03,0.0,4000000.0,1294046.0,42975297.0,6511676.57,0.0,1092608.4,EXPENSES,100,003230,40
2018,GENERAL SERVICES,PROJECT RESTORE TRUST FUND,POLICE,0.0,265.64,265.64,0.0,0.0,265.64,0.0,0.0,0.0,,869,40P170,40
2018,GENERAL SERVICES,GENERAL SERVICE DEPT TRUST,GENERAL SERVICES,0.0,1000.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,,843,40140P,40
2018,GENERAL SERVICES,GENERAL FUND (GENERAL BUDGET),"SALARIES, CONSTRUCTION PROJECTS",579995.0,4416062.42,14228341.49,330658.73,0.0,15138995.22,0.0,0.0,10722932.8,SALARIES AND BENEFITS,100,001014,40
2018,GENERAL SERVICES,PROJECT RESTORE TRUST FUND,GENERAL SERVICES,0.0,415066.94,415066.94,0.0,0.0,415066.94,0.0,0.0,0.0,,869,40P140,40
2018,GENERAL SERVICES,GENERAL SERVICE DEPT TRUST,EL GRITO,0.0,46313.08,58458.62,0.0,0.0,58458.62,0.0,0.0,12145.54,,843,40280P,40
2018,GENERAL SERVICES,GENERAL FUND (GENERAL BUDGET),OVERTIME HIRING HALL,29130.0,132784.66,25000.0,86380.0,0.0,140510.0,0.0,0.0,7725.34,SALARIES AND BENEFITS,100,001190,40
2018,GENERAL SERVICES,GENERAL FUND (GENERAL BUDGET),CONTRACTUAL SERVICES,22298879.0,25599582.04,3656971.66,950412.66,103173.01,26803090.31,1158086.54,0.0,45421.73,EXPENSES,100,003040,40
2018,HARBOR,ARRA-EECBG FUND - HARBOR,OTHER EXPENDITURES,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,74N,421000,42
2018,HARBOR,HARBOR REVENUE,OFFICE & ADM EXP,0.0,244337.2,0.0,0.0,0.0,0.0,0.0,0.0,-244337.2,,702,426010,42
2018,HARBOR,HARBOR REVENUE,SALARIES OVERTIME,0.0,5104467.47,0.0,0.0,0.0,0.0,0.0,0.0,-5104467.47,,702,421090,42
2018,HARBOR,HARBOR REVENUE,HIRING HALL OVERTIME,0.0,33223.43,0.0,0.0,0.0,0.0,0.0,0.0,-33223.43,,702,421190,42
2018,HARBOR,CLEAN TRUCK FUND-TRUCK FEES,OTHER EXPENDITURES,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,74E,421000,42
2018,HARBOR,HARBOR REVENUE,ADDTL INTRFD OPERATING TRSFR,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,702,422000,42
2018,HARBOR,CHINA SHIPPING MITIGATION FUND,OTHER EXPENDITURES,0.0,1050000.0,0.0,0.0,0.0,0.0,0.0,0.0,-1050000.0,,73S,421000,42
2018,HARBOR,PROPOSITION 65 CLEAN TRUCK PROGRAM,OTHER EXPENDITURES,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,74S,421000,42
2018,HARBOR,HARBOR REVENUE,HIRING HALL SALARIES,0.0,2735719.85,0.0,0.0,0.0,0.0,0.0,0.0,-2735719.85,,702,421100,42
2018,HARBOR,HARBOR REVENUE,HIRING HALL FRINGE BENEFITS,0.0,1200000.0,0.0,0.0,0.0,0.0,0.0,0.0,-1200000.0,,702,421120,42
2018,HARBOR,HARBOR EMERGENCY FUND,OTHER EXPENDITURES,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,751,421000,42
2018,HARBOR,COMM MITIGATION TR FD TRAPAC,OTHER EXPENDITURES,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,74G,421000,42
2018,HARBOR,HARBOR REVENUE,OTHER EXPENDITURES,0.0,308429001.58,0.0,0.0,0.0,0.0,0.0,0.0,-308429001.58,,702,421000,42
2018,HARBOR,HARBOR REVENUE,SALARIES GENERAL,0.0,95582505.85,0.0,0.0,0.0,0.0,0.0,0.0,-95582505.85,,702,421010,42
2018,HARBOR,COMMUNITY AESTHETIC MITIGATION,OTHER EXPENDITURES,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,73Y,421000,42
2018,HARBOR,HARBOR REVENUE,TRANSPORTATION,0.0,237999.54,0.0,0.0,0.0,0.0,0.0,0.0,-237999.54,,702,423310,42
2018,HARBOR,HARBOR DEPT FORFEITED ASSETS,OTHER EXPENDITURES,0.0,237430.1,0.0,0.0,0.0,0.0,0.0,0.0,-237430.1,,769,421000,42
2018,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,FEDERAL EMERGENCY SHELTER GRNT,LAHSA WINTER SHELTER,0.0,311372.78,1446076.0,0.0,0.0,1446076.0,1134703.22,0.0,0.0,,517,43R351,43
2018,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,HOUSING OPPOR FOR PERSON W/AID,HOPWA RESERVE,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,569,43P438,43
2018,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,HCID GENERAL FUND PROGRAM,HOMELESS MNGMNT INFO SYSTEM (HMIS),0.0,173658.0,173658.0,0.0,0.0,173658.0,0.0,0.0,0.0,,10A,43P475,43
2018,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,HOUSING PRODUCTION REVOLVING,HOUSING AND COMMUNITY INVESTMENT,399359.0,419508.64,163772.0,0.0,0.0,563131.0,0.0,0.0,143622.36,,240,43P143,43
2018,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,COMMUNITY DEVELOPMENT TRUST,GREAT STREETS/GREAT BUSINESS/RESTORE LA,0.0,,350000.0,0.0,0.0,350000.0,0.0,0.0,350000.0,,424,43R270,43
2018,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,"GOB SERIES 2017-A (TAXABLE), PROP HHH CONSTRUCTION FUND",RISE APARTMENTS,0.0,,9500000.0,0.0,0.0,9500000.0,9500000.0,0.0,0.0,,17A,43P658,43
2018,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,FORECLOSURE REGISTRY PROGRAM FUND,INFORMATION TECHNOLOGY AGENCY,0.0,5982.0,5982.0,0.0,0.0,5982.0,0.0,0.0,0.0,,56V,43P132,43
2018,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,COMMUNITY SER BL GRANT TRUST,PRIOR CSBG SAVINGS,0.0,680772.0,680772.0,0.0,0.0,680772.0,0.0,0.0,0.0,,428,43P263,43
2018,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,COMMUNITY DEVELOPMENT TRUST,COMMUNITY COALITION FACILITY,0.0,,450000.0,0.0,0.0,450000.0,0.0,0.0,450000.0,,424,43R635,43
2018,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,COMMUNITY DEVELOPMENT TRUST,WALBASH RECREATION CENTER,0.0,,350000.0,0.0,0.0,350000.0,0.0,0.0,350000.0,,424,43R668,43
2018,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,HCID GENERAL FUND PROGRAM,OPERATION HEALTHY STREETS,0.0,2068112.19,2093079.0,0.0,0.0,2093079.0,0.0,0.0,24966.81,,10A,43P238,43
2018,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,SYSTEMATIC CODE ENFORCEMNT FEE,CONTRACT PROGRAMMING - SYSTEMS UPGRADES,500000.0,104353.06,0.0,0.0,0.0,500000.0,395646.94,0.0,0.0,SPECIAL,41M,43P900,43
2018,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,HCID GENERAL FUND PROGRAM,SAFE PARKING AND MOBILE SHOWERS,0.0,260663.0,347000.0,0.0,0.0,347000.0,0.0,0.0,86337.0,,10A,43P483,43
2018,HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,HOME INVESTMENT PARTSHIP PROGR,UNALLOCATED,16679.0,,-16679.0,0.0,0.0,0.0,0.0,0.0,0.0,SPECIAL,561,43P411,43
