budget_fiscal_year,department_name,fund_name,account_name,adopted_budget_amount,total_expenditures,budget_change_amount,budget_transfer_in_amount,budget_transfer_out_amount,total_budget,encumbrance_amount,pre_encumbrance_amount,budget_uncommitted_amount,account_group_name,fund,account,department
2018,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,ATWATER VILLAGE NEIGHBORHOOD COUNCIL,0.0,42000.0,42000.0,0.0,0.0,42000.0,0.0,0.0,0.0,UNSPECIFIED,59B,141202,14
2018,CITY CLERK,COUNCIL DIST15 REAL PROP TRUST,PW STREET SERVICES,0.0,26592.77,27291.0,0.0,0.0,27291.0,0.0,0.0,698.23,UNSPECIFIED,697,14P186,14
2018,CITY CLERK,COUNCIL DIST15 REAL PROP TRUST,GENERAL CITY PURPOSES,0.0,45000.0,45000.0,0.0,0.0,45000.0,0.0,0.0,0.0,UNSPECIFIED,697,14P156,14
2018,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,GREATER WILSHIRE NEIGHBORHOOD COUNCIL,0.0,42000.0,42000.0,0.0,0.0,42000.0,0.0,0.0,0.0,UNSPECIFIED,59B,141232,14
2018,CITY CLERK,HOLLYWOOD MEDIA DP & BUS IMPRO,RECOVERY COSTS,0.0,22036.73,22036.73,0.0,0.0,22036.73,0.0,0.0,0.0,UNSPECIFIED,42X,140299,14
2018,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,SOUTH ROBERTSON NEIGHBORHOOD COUNCIL,0.0,42000.0,42000.0,0.0,0.0,42000.0,0.0,0.0,0.0,UNSPECIFIED,59B,141272,14
2018,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,WINNETKA  NEIGHBORHOOD COUNCIL,0.0,42000.0,42000.0,0.0,0.0,42000.0,0.0,0.0,0.0,UNSPECIFIED,59B,141294,14
2018,CITY CLERK,BRENTWOOD WILLAGE BID FUND,RECOVERY COSTS,0.0,4055.63,4055.63,0.0,0.0,4055.63,0.0,0.0,0.0,UNSPECIFIED,46J,140299,14
2018,CITY CLERK,BUSINESS IMPROVEMENT TRUST FND,CITY CLERK,979460.0,979460.0,0.0,0.0,0.0,979460.0,0.0,0.0,0.0,UNSPECIFIED,659,14P114,14
2018,CITY CLERK,DOWNTOWN CTR BUS IMPROV DISTR,RECOVERY COSTS,0.0,33443.08,33443.08,0.0,0.0,33443.08,0.0,0.0,0.0,UNSPECIFIED,40Q,140299,14
2018,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,HOLLYWOOD UNITED NEIGHBORHOOD COUNCIL,0.0,42000.0,42000.0,0.0,0.0,42000.0,0.0,0.0,0.0,UNSPECIFIED,59B,141241,14
2018,CITY CLERK,COUNCIL DIST 5 REAL PROP TRUST,PIPELINE FRANCHISE FEE,0.0,,161808.58,0.0,0.0,161808.58,0.0,0.0,161808.58,UNSPECIFIED,687,140200,14
2018,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,GREATER VALLEY GLEN NEIGHBORHOOD COUNCIL,0.0,42000.0,42000.0,0.0,0.0,42000.0,0.0,0.0,0.0,UNSPECIFIED,59B,141231,14
2018,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,PALMS NEIGHBORHOOD COUNCIL,0.0,42000.0,42000.0,0.0,0.0,42000.0,0.0,0.0,0.0,UNSPECIFIED,59B,141261,14
2018,CITY CLERK,CLARTS COMMUNITY AMENITIES TRUST FUND,ENGINEERING SPECIAL SERVICE FD,0.0,500000.0,500000.0,0.0,0.0,500000.0,0.0,0.0,0.0,UNSPECIFIED,47S,14P682,14
2018,CITY CLERK,CENTRAL AVENUE HISTORIC BUSINESS IMPROVEMENT DISTRICT FUND,RECOVERY COSTS,0.0,12906.13,12906.13,0.0,0.0,12906.13,0.0,0.0,0.0,UNSPECIFIED,58A,140299,14
2018,CITY CLERK,COUNCIL DIST 7 REAL PROP TRUST,PIPELINE FRANCHISE FEE,0.0,,92727.24,0.0,0.0,92727.24,0.0,0.0,92727.24,UNSPECIFIED,689,140200,14
2018,CITY CLERK,LINCOLN HTS BUS & COMM BEN BID,RECOVERY COSTS,0.0,13477.61,13477.61,0.0,0.0,13477.61,0.0,0.0,0.0,UNSPECIFIED,50M,140299,14
2018,CITY CLERK,SUNSHINE CYN COMMUNI AMENITIES,CULTURE AFFAIRS,0.0,35000.0,35000.0,0.0,0.0,35000.0,0.0,0.0,0.0,UNSPECIFIED,699,14P130,14
2018,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,WEST LA - SAWTELLE NEIGHBORHOOD COUNCIL,0.0,75355.05,75355.05,0.0,0.0,75355.05,0.0,0.0,0.0,UNSPECIFIED,59B,141286,14
2018,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,WESTLAKE NORTH  NEIGHBORHOOD COUNCIL,0.0,42000.0,42000.0,0.0,0.0,42000.0,0.0,0.0,0.0,UNSPECIFIED,59B,141288,14
2018,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,BOYLE HEIGHTS NEIGHBORHOOD COUNCIL,0.0,42000.0,42000.0,0.0,0.0,42000.0,0.0,0.0,0.0,UNSPECIFIED,59B,141204,14
2018,CITY CLERK,COUNCIL DIST 6 REAL PROP TRUST,COUNCIL,0.0,110000.0,110000.0,0.0,0.0,110000.0,0.0,0.0,0.0,UNSPECIFIED,688,14P128,14
2018,CITY CLERK,LA DOWNTOWN INDUSTR BUS IMPROV,RECOVERY COSTS,0.0,21384.86,21384.86,0.0,0.0,21384.86,0.0,0.0,0.0,UNSPECIFIED,41T,140299,14
2018,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,EMPOWERMENT CONGRESS SOUTHWEST NEIGHBORHOOD COUNCIL,0.0,42000.0,42000.0,0.0,0.0,42000.0,0.0,0.0,0.0,UNSPECIFIED,59B,141220,14
2018,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,PANORAMA CITY NEIGHBORHOOD COUNCIL,0.0,42000.0,42000.0,0.0,0.0,42000.0,0.0,0.0,0.0,UNSPECIFIED,59B,141262,14
2018,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,HERMON NEIGHBORHOOD COUNCIL,0.0,42000.0,42000.0,0.0,0.0,42000.0,0.0,0.0,0.0,UNSPECIFIED,59B,141236,14
2018,CITY CLERK,COUNCIL DIST 4 REAL PROP TRUST,PIPELINE FRANCHISE FEE,0.0,,57371.5,0.0,0.0,57371.5,0.0,0.0,57371.5,UNSPECIFIED,686,140200,14
2018,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,TARZANA NEIGHBORHOOD COUNCIL,0.0,42000.0,42000.0,0.0,0.0,42000.0,0.0,0.0,0.0,UNSPECIFIED,59B,141277,14
2018,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,GREATER ECHO PARK NEIGHBORHOOD COUNCIL,0.0,42000.0,42000.0,0.0,0.0,42000.0,0.0,0.0,0.0,UNSPECIFIED,59B,141228,14
2018,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,ARLETA NEIGHBORHOOD COUNCIL,0.0,42000.0,42000.0,0.0,0.0,42000.0,0.0,0.0,0.0,UNSPECIFIED,59B,141200,14
2018,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,EMPOWERMENT CONGRESS SOUTHEAST NEIGHBORHOOD COUNCIL,0.0,42000.0,42000.0,0.0,0.0,42000.0,0.0,0.0,0.0,UNSPECIFIED,59B,141219,14
2018,CITY CLERK,CENTURY CORRIDOR BUS IMPROVE,RECOVERY COSTS,0.0,19910.19,19910.19,0.0,0.0,19910.19,0.0,0.0,0.0,UNSPECIFIED,40R,140299,14
2018,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,FOOTHILL TRAILS DISTRICT NEIGHBORHOOD COUNCIL,0.0,42000.0,42000.0,0.0,0.0,42000.0,0.0,0.0,0.0,UNSPECIFIED,59B,141223,14
2018,CITY CLERK,COUNCIL DIST 9 REAL PROP TRUST,COUNCIL,0.0,130000.0,130000.0,0.0,0.0,130000.0,0.0,0.0,0.0,UNSPECIFIED,691,14P128,14
2018,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,NORTH HOLLYWOOD WEST NEIGHBORHOOD COUNCIL,0.0,42000.0,42000.0,0.0,0.0,42000.0,0.0,0.0,0.0,UNSPECIFIED,59B,141254,14
2018,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,GREATER CYPRESS PARK NEIGHBORHOOD COUNCIL,0.0,42000.0,42000.0,0.0,0.0,42000.0,0.0,0.0,0.0,UNSPECIFIED,59B,141227,14
2018,CITY CLERK,SOUTH PARK OPEN SPACE MAINTENANCE TRUST FUND,BID  GENERAL,0.0,444457.2,672664.4,0.0,0.0,672664.4,228207.2,0.0,0.0,UNSPECIFIED,58R,140301,14
2018,CITY CLERK,ENCINO BUSINESS IMPROVEMENT DI,RECOVERY COSTS,0.0,3646.33,3646.33,0.0,0.0,3646.33,0.0,0.0,0.0,UNSPECIFIED,44M,140299,14
2018,CITY CLERK,INTELLECTUAL PROPERTY FUND,CITY ADMINISTRATIVE OFFICER,0.0,1250.0,1250.0,0.0,0.0,1250.0,0.0,0.0,0.0,UNSPECIFIED,45V,14P110,14
2018,CITY CLERK,COUNCIL DIST 7 REAL PROP TRUST,COUNCIL,0.0,100000.0,100000.0,0.0,0.0,100000.0,0.0,0.0,0.0,UNSPECIFIED,689,14P128,14
2018,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,NEIGHBORHOOD COUNCIL FUNDING PROGRAM,4032000.0,,-4032000.0,0.0,0.0,0.0,0.0,0.0,0.0,UNSPECIFIED,59B,14P218,14
2018,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,LOZ FELIZ NEIGHBORHOOD COUNCIL,0.0,42000.0,42000.0,0.0,0.0,42000.0,0.0,0.0,0.0,UNSPECIFIED,59B,141229,14
2018,CITY CLERK,GENERAL FUND (GENERAL BUDGET),PRINTING AND BINDING,14994.0,9686.44,0.0,0.0,5000.0,9994.0,307.56,0.0,0.0,EXPENSES,100,002120,14
2018,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,PARK MESA HEIGHTS NEIGHBORHOOD COUNCIL,0.0,42000.0,42000.0,0.0,0.0,42000.0,0.0,0.0,0.0,UNSPECIFIED,59B,141263,14
2018,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,NORTHRIDGE WEST NEIGHBORHOOD COUNCIL,0.0,42000.0,42000.0,0.0,0.0,42000.0,0.0,0.0,0.0,UNSPECIFIED,59B,141257,14
2018,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,HOLLYWOOD STUDIO DISTRICT NEIGHBORHOOD COUNCIL,0.0,42000.0,42000.0,0.0,0.0,42000.0,0.0,0.0,0.0,UNSPECIFIED,59B,141240,14
2018,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,BEL AIR-BEVERLY CREST NEIGHBORHOOD COUNCIL,0.0,42000.0,42000.0,0.0,0.0,42000.0,0.0,0.0,0.0,UNSPECIFIED,59B,141203,14
2018,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,EMPOWERMENT CONGRESS WEST NEIGHBORHOOD COUNCIL,0.0,42000.0,42000.0,0.0,0.0,42000.0,0.0,0.0,0.0,UNSPECIFIED,59B,141221,14
2018,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,CENTRAL HOLLYWOOD NEIGHBORHOOD COUNCIL,0.0,42000.0,42000.0,0.0,0.0,42000.0,0.0,0.0,0.0,UNSPECIFIED,59B,141208,14
2018,CITY CLERK,COUNCIL DIST 6 REAL PROP TRUST,PIPELINE FRANCHISE FEE,0.0,,106973.08,0.0,0.0,106973.08,0.0,0.0,106973.08,UNSPECIFIED,688,140200,14
2018,CITY CLERK,NEIGHBORHOOD COUNCIL FUND,PICO NEIGHBORHOOD COUNCIL,0.0,42000.0,42000.0,0.0,0.0,42000.0,0.0,0.0,0.0,UNSPECIFIED,59B,141264,14
2018,CITY CLERK,VENICE BEACH BUSINESS IMPROVEMENT DISTRICT FUND,RECOVERY COSTS,0.0,37001.01,37001.01,0.0,0.0,37001.01,0.0,0.0,0.0,UNSPECIFIED,58T,140299,14
2018,CITY EMPLOYEES RETIREMENT SYSTEM,CITY EMPLOYEES RETIREMENT,SALARIES GENERAL,14299668.0,12414123.39,0.0,0.0,0.0,14299668.0,0.0,0.0,1885544.61,UNSPECIFIED,800,161010,16
2018,CITY EMPLOYEES RETIREMENT SYSTEM,LIMITED TERM RETIREMENT TRUST,OFFICE & ADMIN EXPENSE,20000.0,20000.0,0.0,0.0,0.0,20000.0,0.0,0.0,0.0,UNSPECIFIED,900,166010,16
2018,CITY EMPLOYEES RETIREMENT SYSTEM,EXCESS BENEFIT PLAN,RETIREMENT BENEFITS/REFUND,1248000.0,903100.74,0.0,0.0,0.0,1248000.0,0.0,0.0,344899.26,UNSPECIFIED,901,169700,16
2018,CITY EMPLOYEES RETIREMENT SYSTEM,CITY EMPLOYEES RETIREMENT,"FURNITURE, OFFICE AND TECHNICAL EQUIPMENT",272600.0,211463.71,0.0,0.0,0.0,272600.0,2367.49,0.0,58768.8,UNSPECIFIED,800,167300,16
2018,CITY EMPLOYEES RETIREMENT SYSTEM,CITY EMPLOYEES RETIREMENT,TRANSPORTATION,6000.0,4000.0,0.0,0.0,0.0,6000.0,0.0,0.0,2000.0,UNSPECIFIED,800,163310,16
2018,CITY EMPLOYEES RETIREMENT SYSTEM,CITY EMPLOYEES RETIREMENT,TRAVEL,161530.0,91594.61,0.0,0.0,0.0,161530.0,778.7,0.0,69156.69,UNSPECIFIED,800,162130,16
2018,CITY EMPLOYEES RETIREMENT SYSTEM,CITY EMPLOYEES RETIREMENT,CONTRACTUAL SERVICES,75448922.0,7657111.2,0.0,0.0,0.0,75448922.0,1080456.41,0.0,66711354.39,UNSPECIFIED,800,163040,16
2018,CITY EMPLOYEES RETIREMENT SYSTEM,CITY EMPLOYEES RETIREMENT,RETIREMENT BENEFITS/REFUND,1007502000.0,977089793.02,0.0,0.0,0.0,1007502000.0,0.0,0.0,30412206.98,UNSPECIFIED,800,169700,16
2018,CITY EMPLOYEES RETIREMENT SYSTEM,EXCESS BENEFIT PLAN,OFFICE & ADMIN EXPENSE,12000.0,12000.0,0.0,0.0,0.0,12000.0,0.0,0.0,0.0,UNSPECIFIED,901,166010,16
2018,CITY EMPLOYEES RETIREMENT SYSTEM,CITY EMPLOYEES RETIREMENT,OFFICE & ADMIN EXPENSE,6459832.0,5686211.01,0.0,0.0,0.0,6459832.0,133457.45,0.0,640163.54,UNSPECIFIED,800,166010,16
2018,CITY EMPLOYEES RETIREMENT SYSTEM,CITY EMPLOYEES RETIREMENT,PRINTING & BINDING,201000.0,155415.04,0.0,0.0,0.0,201000.0,42197.46,0.0,3387.5,UNSPECIFIED,800,162120,16
2018,CITY EMPLOYEES RETIREMENT SYSTEM,CITY EMPLOYEES RETIREMENT,OVERTIME GENERAL,844735.0,538334.74,0.0,0.0,0.0,844735.0,0.0,0.0,306400.26,UNSPECIFIED,800,161090,16
2018,CITY ETHICS COMMISSION,CITY ETHICS COMMISSION FUND,ETHICS COMMISSION,3111141.0,3072291.74,-674.43,0.0,0.0,3110466.57,0.0,0.0,38174.83,UNSPECIFIED,534,17P117,17
2018,CITY ETHICS COMMISSION,GENERAL FUND (GENERAL BUDGET),TRAVEL,0.0,7841.22,0.0,9930.0,0.0,9930.0,0.0,0.0,2088.78,EXPENSES,100,002130,17
2018,CITY ETHICS COMMISSION,GENERAL FUND (GENERAL BUDGET),TRANSPORTATION,6000.0,6000.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,EXPENSES,100,003310,17
2018,CITY ETHICS COMMISSION,GENERAL FUND (GENERAL BUDGET),SALARIES AS NEEDED,105000.0,125413.77,0.0,21500.0,0.0,126500.0,0.0,0.0,1086.23,SALARIES AND BENEFITS,100,001070,17
2018,CITY ETHICS COMMISSION,GENERAL FUND (GENERAL BUDGET),OFFICE AND ADMINISTRATIVE,39806.0,19794.27,-674.43,0.0,17000.0,22131.57,1243.36,0.0,1093.94,EXPENSES,100,006010,17
2018,CITY ETHICS COMMISSION,GENERAL FUND (GENERAL BUDGET),CONTRACTUAL SERVICES,273445.0,174374.07,0.0,0.0,9930.0,263515.0,62414.63,0.0,16316.67,EXPENSES,100,003040,17
2018,CITY ETHICS COMMISSION,CITY ETHICS COMMISSION FUND,POLICE,0.0,674.43,674.43,0.0,0.0,674.43,0.0,0.0,0.0,UNSPECIFIED,534,17P170,17
2018,CITY ETHICS COMMISSION,GENERAL FUND (GENERAL BUDGET),PRINTING AND BINDING,5000.0,86.4,0.0,0.0,4500.0,500.0,413.6,0.0,0.0,EXPENSES,100,002120,17
2018,CITY ETHICS COMMISSION,GENERAL FUND (GENERAL BUDGET),SALARIES GENERAL,2681890.0,2662231.89,0.0,0.0,0.0,2681890.0,0.0,0.0,19658.11,SALARIES AND BENEFITS,100,001010,17
2018,CITY ETHICS COMMISSION,CITY ETHICS COMMISSION FUND,ETHICS COMMISSION - FUTURE YEAR,208728.0,,0.0,0.0,0.0,208728.0,0.0,0.0,208728.0,SPECIAL,534,17P200,17
2018,CITY PLANNING,PLANNING CASE PROCESSING SPREV,UNAPPROPRIATED BALANCE,182126.0,,-182126.0,0.0,0.0,0.0,0.0,0.0,0.0,UNSPECIFIED,52D,68158P,68
2018,CITY PLANNING,GENERAL FUND (GENERAL BUDGET),OFFICE AND ADMINISTRATIVE,1777706.0,1741897.04,188171.0,210000.0,0.0,2175877.0,206605.16,0.0,227374.8,EXPENSES,100,006010,68
2018,CITY PLANNING,PLANNING LONG-RANGE PLAN SPREV,ITA,0.0,7232.66,12000.0,0.0,0.0,12000.0,0.0,0.0,4767.34,UNSPECIFIED,52F,68132P,68
2018,CITY PLANNING,GENERAL FUND (GENERAL BUDGET),PRINTING AND BINDING,102786.0,61514.33,-52446.0,65000.0,5357.0,109983.0,45036.36,0.0,3432.31,EXPENSES,100,002120,68
2018,CITY PLANNING,PLANNING CASE PROCESSING SPREV,MAJOR PROJECTS REVIEW,20000.0,,-20000.0,0.0,0.0,0.0,0.0,0.0,0.0,SPECIAL,52D,68501P,68
2018,CITY PLANNING,PLANNING LONG-RANGE PLAN SPREV,RE-IMAGINE VENTURA,0.0,,100000.0,0.0,0.0,100000.0,0.0,0.0,100000.0,UNSPECIFIED,52F,68303P,68
2018,CITY PLANNING,PLANNING CASE PROCESSING SPREV,CITY ATTORNEY,686688.0,332462.0,-354226.0,0.0,0.0,332462.0,0.0,0.0,0.0,UNSPECIFIED,52D,68112P,68
2018,CITY PLANNING,PLANNING CASE PROCESSING SPREV,EXPEDITED PERMITS,50000.0,18403.0,-31597.0,0.0,0.0,18403.0,0.0,0.0,0.0,SPECIAL,52D,68401P,68
2018,CITY PLANNING,GENERAL FUND (GENERAL BUDGET),"FURNITURE, OFFICE AND TECHNICAL EQUIPMENT",146040.0,142812.34,-1959.0,0.0,0.0,144081.0,0.0,0.0,1268.66,EQUIPMENT,100,007300,68
2018,CITY PLANNING,PLANNING CASE PROCESSING SPREV,RESERVE FOR FUTURE COSTS,4605883.0,,-1992695.46,0.0,0.0,2613187.54,0.0,0.0,2613187.54,SPECIAL,52D,68999P,68
2018,CITY PLANNING,CITY PLANNING SYSTEM DEVE FUND,INFORMATION TECHNOLOGY AGENCY,0.0,3021.0,3021.0,0.0,0.0,3021.0,0.0,0.0,0.0,UNSPECIFIED,588,68P132,68
2018,CITY PLANNING,CITY PLANNING SYSTEM DEVE FUND,REIMBURSEMENT OF GENERAL FUND COSTS,3708986.0,1902180.91,0.0,0.0,0.0,3708986.0,0.0,0.0,1806805.09,UNSPECIFIED,588,68P299,68
2018,CITY PLANNING,GENERAL FUND (GENERAL BUDGET),TRANSPORTATION,1735.0,6000.0,0.0,6000.0,0.0,7735.0,0.0,0.0,1735.0,EXPENSES,100,003310,68
2018,CITY PLANNING,PLANNING CASE PROCESSING SPREV,TRANSPORTATION,10000.0,10000.0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,UNSPECIFIED,52D,68194P,68
2018,CITY PLANNING,CITY PLANNING SYSTEM DEVE FUND,CITY PLANNING,6509850.0,5781832.91,-235647.0,0.0,0.0,6274203.0,0.0,0.0,492370.09,UNSPECIFIED,588,68P168,68
2018,CITY PLANNING,GENERAL FUND (GENERAL BUDGET),OPERATING SUPPLIES,68000.0,4602.95,-46263.0,0.0,14468.0,7269.0,0.0,0.0,2666.05,EXPENSES,100,006020,68
2018,CITY PLANNING,GENERAL FUND (GENERAL BUDGET),SALARIES GENERAL,43137637.0,34082678.24,-3208973.0,0.0,2263100.0,37665564.0,0.0,0.0,3582885.76,SALARIES AND BENEFITS,100,001010,68
2018,CITY PLANNING,GENERAL FUND (GENERAL BUDGET),TRAVEL,0.0,2385.17,0.0,5000.0,0.0,5000.0,0.0,0.0,2614.83,EXPENSES,100,002130,68
2018,CITY PLANNING,GENERAL FUND (GENERAL BUDGET),OVERTIME GENERAL,172000.0,586069.73,-11860.14,703800.0,0.0,863939.86,0.0,0.0,277870.13,SALARIES AND BENEFITS,100,001090,68
2018,CITY PLANNING,PLANNING CASE PROCESSING SPREV,POLICE DEPARTMENT,0.0,11860.14,11860.14,0.0,0.0,11860.14,0.0,0.0,0.0,UNSPECIFIED,52D,68170P,68
2018,CITY PLANNING,CITY PLANNING SYSTEM DEVE FUND,ENGINEERING SPECIAL SERVICE FD,0.0,266245.0,266245.0,0.0,0.0,266245.0,0.0,0.0,0.0,UNSPECIFIED,588,68P682,68
2018,CITY PLANNING,PLANNING CASE PROCESSING SPREV,BUILDING AND SAFETY,200000.0,0.0,-200000.0,0.0,0.0,0.0,0.0,0.0,0.0,UNSPECIFIED,52D,68108P,68
2018,CITY PLANNING,PLANNING CASE PROCESSING SPREV,CITY ADMINISTRATIVE OFFICER,64717.0,64717.0,0.0,0.0,0.0,64717.0,0.0,0.0,0.0,UNSPECIFIED,52D,68110P,68
2018,CITY PLANNING,PLANNING CASE PROCESSING SPREV,CITY PLANNING,26613549.0,21529610.94,-5083938.06,0.0,0.0,21529610.94,0.0,0.0,0.0,UNSPECIFIED,52D,68168P,68
2018,CITY PLANNING,PLANNING LONG-RANGE PLAN SPREV,CITY PLANNING,5651204.0,3934934.76,-468581.91,0.0,0.0,5182622.09,0.0,0.0,1247687.33,UNSPECIFIED,52F,68168P,68
2018,CITY PLANNING,PLANNING CASE PROCESSING SPREV,ITA,0.0,32415.0,32415.0,0.0,0.0,32415.0,0.0,0.0,0.0,UNSPECIFIED,52D,68132P,68
2018,CITY PLANNING,PLANNING LONG-RANGE PLAN SPREV,TRANSPORTATION,235830.0,62473.32,-165830.0,0.0,0.0,70000.0,0.0,0.0,7526.68,UNSPECIFIED,52F,68194P,68
2018,CITY PLANNING,GENERAL FUND (GENERAL BUDGET),SALARIES AS NEEDED,170575.0,360772.24,0.0,260000.0,0.0,430575.0,0.0,0.0,69802.76,SALARIES AND BENEFITS,100,001070,68
2018,CITY PLANNING,GENERAL FUND (GENERAL BUDGET),CONTRACTUAL SERVICES,6536911.0,4755444.47,143740.0,1079200.0,60900.0,7698951.0,2086059.56,0.0,844522.0,EXPENSES,100,003040,68
2018,CITY PLANNING,CITY PLANNING SYSTEM DEVE FUND,GENERAL SERVICES DEPT,0.0,5305.79,5305.79,0.0,0.0,5305.79,0.0,0.0,0.0,UNSPECIFIED,588,68P140,68
2018,CITY PLANNING,PLANNING CASE PROCESSING SPREV,REIMBURSEMENT OF GENERAL FUND COSTS,17671149.0,6838534.14,-10832614.86,0.0,0.0,6838534.14,0.0,0.0,0.0,SPECIAL,52D,68299P,68
2018,CITY PLANNING,CITY PLANNING GRANTS TRUST FD,SLAUSON AVE RAIL/ RIVER ACTIVE TRANS CORR TODS,0.0,4380.94,580000.0,0.0,0.0,580000.0,0.0,0.0,575619.06,UNSPECIFIED,46Y,68P217,68
2018,CITY PLANNING,PLANNING LONG-RANGE PLAN SPREV,REIMBURSEMENT OF GENERAL FUND COSTS,2588371.0,2588371.0,0.0,0.0,0.0,2588371.0,0.0,0.0,0.0,SPECIAL,52F,68299P,68
2018,CITY PLANNING,PLANNING LONG-RANGE PLAN SPREV,RESERVE FOR FUTURE COSTS,0.0,,2081019.57,0.0,0.0,2081019.57,0.0,0.0,2081019.57,SPECIAL,52F,68999P,68
2018,CITY PLANNING,PLANNING LONG-RANGE PLAN SPREV,CITY ATTORNEY,357163.0,573215.32,354226.0,0.0,0.0,711389.0,0.0,0.0,138173.68,UNSPECIFIED,52F,68112P,68
2018,CITY PLANNING,CITY PLANNING GRANTS TRUST FD,CLG GRANT HISTORIC RES SURVEY,0.0,,40000.0,0.0,0.0,40000.0,0.0,0.0,40000.0,UNSPECIFIED,46Y,68P206,68
2018,CITY PLANNING,PLANNING CASE PROCESSING SPREV,GENERAL SERVICES DEPT,0.0,32905.68,32905.68,0.0,0.0,32905.68,0.0,0.0,0.0,UNSPECIFIED,52D,68140P,68
2018,CITY PLANNING,PLANNING LONG-RANGE PLAN SPREV,GENERAL SERVICES DEPT,0.0,33417.53,33417.53,0.0,0.0,33417.53,0.0,0.0,0.0,UNSPECIFIED,52F,68140P,68
2018,CONTROLLER,GENERAL FUND (GENERAL BUDGET),CONTINGENT EXPENSE,5000.0,4976.81,0.0,0.0,0.0,5000.0,0.0,0.0,23.19,EXPENSES,100,004620,26
2018,CONTROLLER,GENERAL FUND (GENERAL BUDGET),SALARIES GENERAL,17208353.0,15333039.26,-7062.0,0.0,833289.16,16368001.84,0.0,0.0,1034962.58,SALARIES AND BENEFITS,100,001010,26
2018,CONTROLLER,GENERAL FUND (GENERAL BUDGET),TRAVEL,0.0,42455.29,0.0,46469.16,0.0,46469.16,3259.27,0.0,754.6,EXPENSES,100,002130,26
2018,CONTROLLER,GENERAL FUND (GENERAL BUDGET),SALARIES AS NEEDED,120000.0,521588.67,272140.31,534546.23,0.0,926686.54,0.0,0.0,405097.87,SALARIES AND BENEFITS,100,001070,26
2018,CONTROLLER,LOCAL PUBLIC SAFETY FUND,FIRE,6000000.0,6000000.0,0.0,0.0,0.0,6000000.0,0.0,0.0,0.0,UNSPECIFIED,574,26P138,26
2018,CONTROLLER,LOCAL PUBLIC SAFETY FUND,POLICE,37585631.0,37585631.0,0.0,0.0,0.0,37585631.0,0.0,0.0,0.0,UNSPECIFIED,574,26P170,26
2018,CONTROLLER,GENERAL FUND (GENERAL BUDGET),CONTRACTUAL SERVICES,548380.0,649791.99,500000.0,111318.0,78880.0,1080818.0,430277.29,0.0,748.72,EXPENSES,100,003040,26
2018,CONTROLLER,GENERAL FUND (GENERAL BUDGET),OVERTIME GENERAL,90071.0,178012.63,0.0,90000.0,0.0,180071.0,0.0,0.0,2058.37,SALARIES AND BENEFITS,100,001090,26
2018,CONTROLLER,GENERAL FUND (GENERAL BUDGET),OFFICE AND ADMINISTRATIVE,218562.0,267880.74,0.0,104378.0,0.0,322940.0,54703.07,0.0,356.19,EXPENSES,100,006010,26
2018,CONTROLLER,GENERAL FUND (GENERAL BUDGET),PRINTING AND BINDING,64306.0,48749.05,0.0,0.0,0.0,64306.0,15556.95,0.0,0.0,EXPENSES,100,002120,26
2018,COUNCIL,STATE AB1290 CITY FUND,GENERAL SERVICES DEPT,0.0,102055.13,102055.13,0.0,0.0,102055.13,0.0,0.0,0.0,UNSPECIFIED,53P,28P140,28
2018,COUNCIL,GENERAL FUND (GENERAL BUDGET),CONTRACTUAL SERVICES,297223.0,1129771.22,260633.96,1254740.0,70000.0,1742596.96,213665.04,0.0,399160.7,EXPENSES,100,003040,28
2018,COUNCIL,STATE AB1290 CITY FUND,RECREATION & PARKS GRANT,0.0,25000.0,25000.0,0.0,0.0,25000.0,0.0,0.0,0.0,UNSPECIFIED,53P,28P205,28
